File Name,Pitch Data
378.mid,"64,62,62,64,62,60,62,64,64,64,65,62,60,62,62,64,64,64,64,67,67,69,69,72,69,69,69,67,69,72,69,67,65,64,65,67,64,62,64,64,60,62,65,65,64,62,64,65,67,67,69,67,69,67,65,67,65,64,64,69,67,69,72,67,64"
379.mid,"69,67,67,65,69,69,72,74,72,72,72,72,74,77,77,76,74,77,74,72,72,72,74,74,72,71,72,71,69,72,71,72,74,71,69,72,67,67,65,65,67,71,72,74,72,71,72,69,67,69,69,72,69,65,71,67,65,65,72,72,74,71,72,69"
380.mid,"65,65,64,60,62,64,65,62,62,60,62,64,65,67,65,64,62,64,64,67,67,72,72,67,72,71,69,67,69,67,65,64,65,62,64,65,67,65,64,64,65,62,60,62,64,65,67,65,65,64,62,64,64,64,65,64,65,64,62,65,67,69,67,65,64,64,67,72,72,67,72,71,69,67,69,67,65,67,67,65,62,60,65,67,69,67,65,64,64,69,67,69,72,67,64"
381.mid,"65,65,65,65,65,67,65,65,67,67,69,69,67,65,67,69,67,65,65,67,67,65,65"
382.mid,"65,65,67,65,65,67,67,69,69,67,65,67,69,67,65,65,67,67,65"
383.mid,"69,67,69,69,69,69,69,69,69,69,67,65,67,67,69,69"
384.mid,"67,65,67,67,69,69,67,65,67,69,67,65,65,67,67,65,65"
385.mid,"65,65,65,65,65,65,65,65"
386.mid,"67,67,72,71,72,74,72,71,69,72,72,71,67,69,67,65,69,72,69,67,69,72,69,67,67,67,67,72,71,72,74,76,74,72,74,74,74,72,71,69,72,74,72,71,67,67,69,67,65,67,69,72,72,69,72,74,72,69,67,69,72,67,67,74,74,76,74,72,72,71,69"
387.mid,"67,67,72,69,69,67,69,67,65,67,69,69,67,67,65,67,67,67,71,72,74,74,74,74,76,74,72,74,72,72,72,72,69,72,72,72,67,72,69,67,69,72,69,72,72,74,76,74,76,79,76,72,69,72,74,72,71,67,67,72,72,71,72,69,67"
388.mid,"69,65,65,65,69,72,72,69,69,72,74,72,74,72,69,71,72,72,71,69,69,71,72,72,71,69,67,65,67,69,69,67,65,67,69,67,69,69,72,71,72,74,72,69,69,67,67,69,69,67,65,64,64,65,67,65,67,67,65"
389.mid,"64,62,64"
390.mid,"67,67,65,62,65,65,67,69,69,67,67,67,69,67,69,67,65,65,67,72,72,72,74,69,69,67,67,67,67,67,67,67,67,65,64,65,62,64,65,67,69,69,67,67,72,72,71,72,69,67"
391.mid,"67,67,72,69,67,69,67,69,67,67,65,67,69,69,72,71,69,71,72,69,67,67,65,67,69,69,67,65,67,67,72,72,71,72,69,67"
392.mid,"65,65,65,65,65,65,65,65,64,62,60,62,64,65,62"
393.mid,"67,67,67,67,69,72,69,65,67,67,69,67,67,65,65,69,72,76,72,71,72,76,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,72,71,72,74,74,76,74,72,74,72,72,72,71,72,69,72,67,67,67,69,65,64,65,62,65,62,65,62,65,64,65,67,67,67,65,67,69,67,69,69,67,67,67,69,69,67,69,67,65,65,67,69,69,67,69,71,69,71,72,69,71,72,74,74,72,74,72,74,74,72,71,72,71,69,67,69,67,69,72,67,69,67,67,65,65,69,72,74,72,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
394.mid,"69,65,69,72,74,69,72,74,77,72,76,77,76,74,72,74,74,72,67,69,72,72,72,74,74,72,72,71,69,72,69,72,67,69,67,65,67,69,67,69,69,67,72,67,69,72,72,71,72,74,72,71,72,74,72,71,72,71,69,67,69,67,71,72,74,74,72,72,74,76,76,74,76,72,74,74,69,72,74,72,71,72,72,71,71,72,74,72,72,74,74,72,71,72,71,69,67,69,67,69,72,67,69,67,67,65,69,72,72,71,72,71,69,72,72,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67"
395.mid,"67,72,69,69,67,67,67,71,72,74,74,72,74,72,74,72,72,69,72,74,72,74,71,72,69,67,67,69,72,69,67,67,69,72,69,67,69,69,67,67,67,71,72,69,72,67,67,72,69,72,74,74,72,74,72,74,72,67,67,71,72,69,72,67,67,67,71,72,69,72,72,71,72,69,69,67,69,71,69,71,72,69,71,72,74,74,72,74,72,72,74,74,72,71,72,71,69,67,69,67,69,72,67,69,67,67,65,65,69,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
396.mid,"74,74,76,77,76,74,72,71,72,74,72,72,71,72,72,74,71,72,74,72,74,74,76,77,76,77,74,72,74,72,72,71,72,74,72,74,76,74,76,74,72,74,72,72,74,76,74,76,79,76,74,72,74,76,74,76,74,72,71,72,71"
397.mid,"74,71,74,76,74,74,76,74,72,72,69,72,74,72,71,67,67,72,72,72,72,72,69,72,72,69,74,74,72,72,74,76,74,72,71,72,74,72,69,67,69,72,69,72,67,65,67,67,74,74,76,74,72,71,72"
398.mid,"74,71,74,76,74,74,76,74,72,72,72,74,72,72,71,72,69,72,72,74,72,67,67,72,72,72,72,69,72,72,67,69,69,72,72,69,67,67,74,74,76,74,72,71,72"
399.mid,"67,67,69,71,72,71,69,72,71,69,67,72,74,72,72,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67,67,69,67,67,62,64,67,69,67,67,69,71,72,69,71,72,71,69,67,69,72,69,67,69,69,67,67,74,76,74,74,72,74,72,71,72,74,72,71,71,74,76,72,72,71,67,69,71,69,71,72,74,72,72,71,69,72,69,71,72,71,69,67,69,72,69,67,69,69,67,67,69,67,67,69,72,72,67,69,67,67,69,72,72,67,69,67,67,67,71,74,72,74,72,71,69,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
400.mid,"67,69,67,67,69,72,71,72,74,72,74,76,74,74,74,74,71,72,74,69,69,67,69,72,69,65,69,72,72,72,71,69,69,74,72,74,76,74,74,74,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67,67,74,74,72,74,77,74,76,77,76,77,76,74,74,74,71,72,74,69,69,67,69,67,69,72,69,65,65,69,72,72,71,69,69,74,72,74,76,74,74,74,74,72,72,71,69,72,72,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,72,69,65,65,69,72,72,72,71,69,69,74,72,74,76,74,74,77,74,76,77,76,74,72,74,76,77,76,77,76,74,67,67,74,76,74,74,76,74,74,72,72,71,69,72,72,72,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67"
401.mid,"57,57,60,65,62,62,65,65,65,67,67,65,65,64,62,65,62,60,62,60,62,59,60,62,65,64,62,65,65,64,65,65,60,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,62,60,62,65,69,65,65,65,64,65,67,65,67,65,65,65,64,62,64,65,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,62,65,60,60,57,62,65,64,60,62,65,67,65,65,64,62,64,65,64,62,64,65,62"
402.mid,"74,74,74,71,74,76,74,74,72,74,74,74,74,74,71,72,74,69,67,67,72,72,72,72,69,72,71,69,67,69,72,69,67,67,74,74,76,74,72,71,72"
403.mid,"67,65,64,65,65,67,69,69,67,67,67,69,67,69,67,65,65,65,69,72,72,72,76,69,67,67,67,67,67,67,65,64,65,62,64,65,67,69,69,67,67,72,72,71,72,69,67"
404.mid,"62,65,67,67,67,69,67,65,69,69,72,72,67,67,65,67,67,65,69,72,72,71,72,72,69,67,69,67,65,67,69,72,69,72,67,69,67,67,67,72,72,72,74,71,72,72,69,72,67,65,69,72,72,72,67,69,69,72,72,67,67,65,67,67,65,69,72,72,69,72,69,67,67,69,67,65,67,69,72,69,71,72,67,69,67,67"
405.mid,"65,65,72,72,72,72,72,71,71,69,71,71,69,67,72,74,77,74,76,77,76,74,72,74,74,72,65,67,69,67,69,69,69,72,69,67,67,69,71,69,67,65,67,69,67,65,67,67,65,69,72,74,74,72,74,77,74,76,77,76,74,72,72,74,77,74,72,74,74,72,65,67,69,69,69,72,71,69,71,69,71,71,69,67,69,71,69,67,69,67,69,72,71,72,71,71,69,65,65,67,69,69,72,71,72,74,72,71,69,69,67,67,69,67,69,67,65,65,67,69,67,65,67,67,65"
406.mid,"62,62,60,62,65,64,62,62,60,62,62,60,65,67,69,67,69,67,65,65,67,69,67,69,72,69,60,62,65,65,64,65,67,69,67,65,67,69,67,67,67,65,64,65,64,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,62,65,67,69,67,69,65,67,69,67,65,67,65,67,64,65,65,62,60,62,65,62,65,67,69,67,65,67,69,67,69,67,65,64,65,67,65,67,67,69,62,62,64,65,64,65,64,62"
407.mid,"67,67,64,65,67,60,62,65,67,69,67,67,65,67,69,67,69,69,67,72,72,74,72,71,69,72,67,69,69,67,67,67,69,69,67,69,67,65,69,67,72,69,67,65,67,67,69,69,67,67,67,65,65,64,62,65,67,69,67,67,69,72,72,67,71,71,69,67,65,65,67,67,69,69,67,67,67,65,65,64,62,65,69,67,65,67,67,69,69,67,67,65,69,72,72,69,74,72,71,69,67,65,64,65,67,67,69,67,65,69,71,72,71,71,69,67,67,67,65,65,64,62,65,67,69,69,67,65,69,72,67,69,65,72,67,71,72,71,67,65,67,69,71,69,71,69,67"
408.mid,"62,60,62,60,57,60,62,62,64,65,62,60,62,62,62,62,69,67,65,64,65,62,65,64,62,64,64,65,67,69,65,64,62,60,60,64,62,65,65,62,62,69,72,72,71,67,69,67,65,64,62,67,69,69,69,67,69,67,69,67,65,65,64,65,67,65,67,67,69,64,65,67,65,67,64,62,69,67,69,74,72,69,72,71,67,65,67,67,69,69,67,69,74,72,69,72,71,67,65,67,69,69,69,67,69,67,65,62,65,64,60,64,65,67,69,65,64,62,60,60,64,62,64,65,62,62"
409.mid,"62,69,69,67,65,67,69,69,69,72,72,71,67,69,69,71,71,69,69,69,69,69,67,69,67,69,67,64,65,67,67,64,65,62,62,65,62,60,62,65,65"
410.mid,"62,62,60,65,67,65,67,69,69,71,69,69,65,69,67,67,67,67,67,67,67,64,67,69,67,65,65,67,65,62,62,65,64,62,62,62,69,69,69,67,67,65,67,69,67"
411.mid,"60,62,65,67,67,69,65,65,67,69,69,67,65,64,62,65,67,69,65,67,65,65,64,62,60,62,65,62,60,62,62,69,69,67,67,65,67,69,67,65,62"
412.mid,"69,64,65,67,67,69,72,72,71,69,67,69,67,72,72,72,74,72,69,72,72,72,72,74,76,74,72,74,72,72,72,71,72,74,72,69,67,65,67,67,72,72,71,72,69,67"
413.mid,"62,62,62,62,60,65,67,65,69,69,69,71,69,67,67,67,69,67,65,67,65,64,62,62,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67"
414.mid,"60,60,62,62,65,62,62,59,60,62,62,64,65,65,62,62,62,64,65,67,67,65,62,65,62,60,65,64,62,60,62,62,64,65,67,65,64,62,60,62,62,62,69,72,69,69,67,67,65,67,69,67,69,71,71,69,69,72,72,74,72,71,69,67,69,72,71,69,69,67,65,67,69,67,69,67,64,65,67,65,64,62,65,62,62,60,65,64,62,60,62,62,62,64,65,67,69,67,69,72,69,64,65,67,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67,65,62"
415.mid,"67,67,74,74,74,72,74,72,74,72,72,71,69,67,69,69,67,65,69,72,72,71,69,72,69,72,67,69,67,65,67,69,67,69,69,67,67,67,74,74,74,77,74,77,74,72,74,72,74,77,77,76,77,79,77,76,74,74,71,72,74,74,76,74,74,72,72,71,74,74,74,77,77,77,77,76,72,76,77,74,72,74,72,72,67,69,72,72,71,72,76,74,72,72,71,69,72,69,71,72,71,69,67,69,71,69,67,69,69,67"
416.mid,"67,69,67,67,67,69,67,67,69,72,72,71,72,74,72,74,76,74,74,74,74,74,74,74,76,74,72,72,71,72,72,69,72,72,71,72,74,72,69,67,67,69,72,67,69,67,67,65,65,69,72,72,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67,67,69,67,67,67,69,72,72,71,72,74,72,74,76,74,74,76,77,79,79,77,79,77,76,74,77,77,76,74,72,72,71,69,72,76,74,72,72,71,69,72,69,71,72,71,69,67,69,69,67,69,65,67,69,69,74,72,72,69,72,74,74,74,77,74,76,77,76,77,74,77,77,74,72,72,69,72,74,74,72,72,69,71,72,72,74,72,72,71,72,72,69,69,72,74,72,71,69,72,72,72,74,74,72,72,71,69,69,71,72,71,69,72,67,67,69,67,67"
417.mid,"74,74,76,77,76,74,74,72,72,74,72,72,71,72,74,72"
418.mid,"65,62,65,65,65,65,65,65,64,65,67,65,64,65,64,62,65,62,62,67,69,67,69,72,69,69,69,67,65,67,69,67,69,67,65,64,65,64,62,65,62,65,62,62,65,64,65,67,65,62,65,67,65,65,65,64,65,60,67,69,67,69,72,71,69,69,67,65,67,64,65,67,65,67,69,67,69,69,67,69,67,65,67,65,64,65,67,65,64,65,64,62,65,62,65,65,64,65,60,62,65,65,64,67,65,67,67,65,67,69,67,69,69,67,67,69,67,67,65,65,67,69,69,72,67,65,67,69,67,64,67,64,65,65,64"
419.mid,"62,62,60,65,67,65,69,69,69,69,69,72,71,69,67,69,67,64,65,67,65,64,62,62,62,62,60,65,67,65,69,69,69,67,69,67,65,65,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67"
420.mid,"62,69,69,72,69,67,69,65,67,65,67,69,65,64,62,62,65,64,64,65,69,65,65,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,69,67,69"
421.mid,"62,62,60,65,67,65,69,69,69,69,67,64,65,67,65,64,62,62,62,62,62,60,65,67,65,69,69,69,69,67,65,67,65,65,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67"
422.mid,"60,62,62,69,72,69,69,69,69,69,69,69,69,67,69,72,69,67,65,67,67,69,67,65,65,64,65,67,69,65,64,62,62,65,65,64,62,65,62,62,60,60,62,65,67,65,65,65,65,65,64,65,67,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67,65,62"
423.mid,"65,60,62,62,69,72,71,69,69,69,69,69,69,69,69,67,69,72,69,67,65,67,67,69,67,65,64,67,69,65,64,62,62,65,65,65,62,65,62,62,60,62,62,60,62,67,65,65,67,65,60,62,67,65,64,65,64,62,60,62,62,69,67,65,67,72,67,67,69,67,69,67,64,65,67,65,64,62,62,65,64,62,64,65,67,69,67,65,65,69,65,64,62,60,62,67,65,64,62,60,62,62,60,62,65,65,62,65,62,60,60,60,64,65,67,69,65,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,69,67"
424.mid,"60,62,62,62,64,65,62,62,62,62,60,62,65,64,65,67,65,62,62,62,60,57,60,62,62,62,65,62,62,60,62,65,62,60,62,60,60,62,65,65,65,64,62,65,62,60,62,62,62,62,67,67,65,62,62,65,64,62,60,62,60,57,60,62,62,62,62,62,60,62,65,62,60,62,65,69,65,64,62,62,62,65,67,67,67,67,65,67,69,65,65,62,62,62,62,60,62,65,64,65,67,65,64,62,62,65,65,65,60,62,62"
425.mid,"69,65,69,72,72,71,69,67,72,72,74,72,72,72,74,77,76,74,72,72,72,72,74,74,72,71,72,74,72,71,69,69,65,69,72,72,74,72,72,72,72,74,74,72,71,72,74,72,72,69,71,71,71,69,71,72,72,65,67,72,69,65,65"
426.mid,"65,65,64,60,62,65,62,62,60,65,67,69,69,67,65,67,67,69,67,65,65,65,65,67,69,69,69,69,67,69,71,67,65,65,65,67,69,71,67,65,67,65,65,65,67,71,67,65,67,65,64,62,65,65,67,65,64,62,60,60,62,65,65,67,65,65,64,67,67,69,67,65,65,65,65,67,69,69,69,72,69,69,69,67,69,71,67,65,65,65,67,71,69,65,67,65,64,65,62,62,60,67,67,67,65,67,69,67,65,65,69,69,65,67,69,67,65"
427.mid,"64,65,67,67,67,69,67,69,67,65,69,67,69,72,69,67,67,67,72,74,72,72,71,69,72,69,67,67,67,67,69,69,72,69,69,69,67,69,67,69,67,65,69,72,74,72,69,67,69,72,69,67,67,67,67,71,72,74,72,72,72,71,69,72,67,67,67,67,67,69,72,69,67,69,67,65,64,62,62,64,65,67,69,69,72,71,67,67,72,72,71,72,69,67"
428.mid,"62,60,62,65,67,65,64,62,62,62,62,65,62,60,65,67,69,69,71,69,67,69,69,67,65,67,67,69,67,65,65,62,65,64,62,65,62,60,62,60,62,62,64,65,67,69,65,64,62,62,69,69,67,69,72,74,72,72,71,69,69,69,72,74,74,74,72,74,76,74,72,71,69,69,65,67,69,69,65,67,69,67,65,67,65,64,62,62,62,62,67,65,67,69,67,67,69,67,65,69,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,69,67"
429.mid,"62,57,62,65,62,57,62,65,67,62,62,60,57,60,62,62,69,69,67,67,67,62,67,69,71,72,74,72,71,69,67,67,69,69,74,74,77,74,74,72,71,69,67,65,67,69,72,67,65,64,62,60,62,60,59,62,62,62,69,69,69,67,69,65,67,67,69,72,71,69,67,65,67,69,69,69,74,72,74,72,69,62,69,69,69,67,69,67,65,67,69,71,72,71,69,67,65,67,69,69,74,72,74,71,69,62,69,69,71,69,67,69,67,65,64,62,65,71,71,69,69,69,67,69,72,74,72,74,69,69,67,69,71,69,69,65,65,67,62,62,60,62,65,62,62,59,57,59,60,62,57,60,62,62,69,71,69,67,69,67,65,69,74,72,69,71,69,67,69,67,65,69,71,67,65,67,62,62,60,59,57,60,57,60,62,62"
430.mid,"65,65,64,62,60,62,65,62,65,65,64,64"
431.mid,"60,62,65,64,62,64,65,64,62,60,62,64,64,62,69,69,67,69,72,69,67,67,69,67,65,64,64,64,65,67,65,64,62,60,62,62,64,64,64,62,64,65,64,64,62,69,69,67,69,72,69,67,67,67,65,64,62,64,64,65,64,64,62,67,65,67,67,69,67,65,64,62,64,64"
432.mid,"67,69,72,69,69,67,65,67,69,65,67,72,72,74,72,69,72,72,72,72,74,72,72,71,72,72,72,71,69,72,69,72,67,67,72,72,71,72,69,67"
433.mid,"67,69,67,69,72,72,72,72,72,69,67,72,69,67,65,67,69,67,65,64,64,64,65,67,67,67,65,64,62,62,62,60,67,69,72,71,69,67,69,72,67,65,67,67,72,72,71,72,69,67"
434.mid,"67,74,76,74,74,76,72,71,72,74,72,74,77,74,67,74,74,74,74,74,76,74,72,72,71,72,72,69,72,72,71,72,74,69,67,67,69,72,67,69,67,67,65,65,69,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,67,67,67,74,74,72,74,74,74,77,74,77,74,72,74,72,74,74,76,79,79,79,77,76,74,77,77,77,76,74,76,74,72,74,74,76,74,74,71,71,69,71,72,74,76,74,76,79,76,74,72,74,74,72,71,72,71,69,67,69,67,65,69,72,74,72,69,72,74,72,74,74,72,72,74,76,77,76,74,74,74,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
435.mid,"60,64,65,62,60,65,60,62,65,65,67,65,65,64,64,65,67,65,65,64,62,65,62,64,65,64,62,60,62,60,62,65,62,59,60,60,62,60,59,62,65,62,64,65,64,62,60,62,65,62,60,62,62,60,65,64,65,69,62,64,65,64,62,60,62,62,60,65,65,67,65,65,67,69,67,65,65,64,62,65,62,65,64,65,67,67,65,62,65,62,65,65,65,64,65,67,65,64,62,65,62,64,65,64,62,60,62,60,62,65,62,57,60,62,60,62,60,59,57,55,57,60,62,60,59,60,62,60,60,62,62,60,60"
436.mid,"67,74,76,74,74,76,72,71,72,74,72,74,76,74,67,74,74,76,74,74,76,79,74,72,74,72,71,72,69,74,74,76,74,74,72,72,71,72,71,72,74,74,72,74,72,74,74,76,77,74,74,72,72,71,69,72,69,71,72,67,69,67,67,72,74,77,77,79,77,74,74,72,71,72,71,69,67,69,69,67,72,72,72,71,69,74,72,74,76,74,72,71,72,71,69,74,74,74,76,74,74,72,71,72,72,71,72,76,76,74,76,72,72,76,74,74,72,71,72,72,71,72,71,72,69,71,72,74,76,74,74,74,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
437.mid,"62,60,62,64,65,67,65,64,62,62,64,65,62,60,62,60,62,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67"
438.mid,"67,67,74,69,67,65,67,69,65,67,71,72,74,72,69,72,72,69,74,74,72,72,74,76,74,72,72,71,72,74,72,69,69,69,69,72,71,72,67,67,72,72,71,72,69,67"
439.mid,"65,67,69,67,67,65,67,69,62,62,65,65,67,65,65,65,62,65,67,65,65,65,64,62,65,62,65,65,64,65,62,64,67,69,72,69,67,69,72,69,65,67,67,72,72,74,72,72,71,71,71,69,67,69,67,71,71,71,69,71,71,71,69,67,69,71,67,67,69,67,65,65,65,64,62,65,62,65,65,67,65,65,65,65,65,64,62,65,62,65,65,64,65,62,64,67,69,71,72,69,69,71,72,67,69,67,67"
440.mid,"67,74,74,74,76,72,69,72,74,72,74,76,74,67,74,76,74,72,72,72,72,71,69,71,72,74,72,74,72,72,69,71,72,71,69,67,69,69,67,67,69,72,69,72,72,72,71,72,74,72,71,72,72,74,72,71,72,71,69,67,69,67,74,74,76,76,74,72,74,76,74,76,74,72,72,71,72,74,72,74,72,71,69,69,72,74,72,71,71,72,74,72,74,74,72,71,72,74,74,71,72,74,74,76,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
441.mid,"65,67,69,67,67,65,67,65,67,69,65,64,62,65,60,62,64,65,64,65,64,62,62,62,67,67,69,65,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,72,72,69,71,72,74,74,72,72,72,69,71,72,71,69,67,69,69,67,65,65,69,72,69,67,69,72,69,67,65,67,69,69,67,69,67,65,67,65,65,69,69,72,67,69,67,67,67,67,65,67,65,64,65,62,65,60,62,64,65,64,65,64,62,62,62,67,67,69,67,65,67,69,67,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
442.mid,"72,72,72,69,72,69,67,67,67,71,72,74,76,74,74,72,74,76,74,74,72,71,67,69,72,69,72,69,69,72,72,71,72,69,67"
443.mid,"71,72,74,76,74,74,76,74,72,69,72,72,72,72,72,74,76,74,72,72,69,71,72,69,67,69,67,65,69,72,72,69,67,69,72,69,67,67,74,74,76,74,72,74,72"
444.mid,"62,62,65,65,65,62,65,65,65,62,65,67,69,67,69,67,65,65,67,69,67,69,72,67,69,71,72,71,67,67,72,69,67,69,65,64,65,67,69,71,69,71,71,67,67,69,65,64,62,64,65,67,62,62,60,64,65,67,69,65,64,60,62,62,64,65,64,65,64,62,62,65,67,69,65,67,67,67,67,65,67,65,67,64,65,65,62,69,67,69,67,69,67,69,67,69,67,65,64,67,69,67,65,67,69,67,65,67,67,65,65,67,69,67,69,67,69,65,67,65,67,67,69,65,64,62,62,64,65,60,62,67,65,64,62,62,65,65,65,64,65,67,65,67,69,67,69,69,67,65,64,64,65,67,65,67,67,65,65,65,65,67,69,62,62,65,67,69,65,64,62,65,65,64,62,64,65,62"
445.mid,"62,67,69,67,69,72,74,72,74,72,71,72,71,71,72,67,65,72,71,72,74,72,71,71,71,69,67,71,67,65,67,69,67,69,72,71,69,69,69,67,65,67,69,67,69,69,67,69,72,76,72,72,71,71,69,71,71,71,69,67,71,67,71,67,71,69,71,72,76,72,74,72,74,72,71,72,71,72,67,65,67,71,69,65,65,69,71,71,69,65,71,67,67,69,69,72,71,72,74,72,69,72,69,67,65,67,67,69,72,71,72,74,72,69,67,65,67,69,72,67,69,67,64,67,64,65,65,64"
446.mid,"65,64,65,67,69,67,64,65,67,65,64,60,62,65,64,65,62,67,64,65,67,69,67,67,64,62,67,69,67,67,69,71,72,71,69,69,67,69,67,65,64,65,65,64,65,65,64,65,67,69,67,64,65,64,62,67,64,65,67,69,67,67,64,69,69,67,69,67,64,65,67,64,65,67,65,64,65,64,62,62,64,65,64,65,64,62,62,67,69,67,69,65,67,69,67,69,64,67,64,65,65,64"
447.mid,"67,74,74,74,76,74,76,72,74,72,71,72,74,72,74,74,72,72,74,76,77,79,76,77,77,74,77,77,76,72,77,77,77,77,76,74,76,77,74,74,74,76,74,74,72,74,76,74,74,72,72,76,74,71,72,69,67,69,67,65,69,72,74,72,72,71,74,74,76,74,72,72,71,69,67,69,67,72,71,72,69,71,72,74,76,74,74,74,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
448.mid,"74,74,76,77,76,74,74,72,72,74,72,72,71"
449.mid,"65,67,67,74,76,74,74,74,76,72,71,72,74,72,74,76,74,72,74,76,77,79,76,77,77,74,77,77,76,72,77,77,77,77,77,76,74,76,77,74,74,74,76,76,72,74,76,76,74,72,69,72,72,69,74,72,74,72,72,74,72,71,72,71,69,67,69,69,67,67,69,72,69,67,67,69,71,72,71,67,72,74,72,74,72,74,72,71,72,71,69,67,69,69,67,67,72,72,72,72,72,71,69,74,72,74,76,74,74,74,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,74,74,76,77,76,74,74,72,72,74,72,72,71"
450.mid,"74,74,76,77,76,74,74,72,72,74,72,72,71"
451.mid,"62,64,67,67,69,69,67,69,71,69,67,69,69,64,69,67,64,62,64,62,60,62,64,67,64,69,67,69,72,67,64,67"
452.mid,"67,69,72,69,67,65,67,69,67,67,72,72,74,72,69,72,72,74,72,74,76,74,72,71,72,74,72,69,67,69,72,69,72,67,72,72,71,72,69,67"
453.mid,"67,67,72,69,69,67,65,67,69,69,67,67,67,69,67,69,67,65,67,67,69,65,65,69,72,71,72,69,67,67,67,65,64,65,62,65,65,67,69,69,67,67,72,72,71,72,69,67"
454.mid,"74,71,74,76,74,74,74,74,72,72,67,67,72,72,71,69,72,71,69,67,69,72,69,67,67,67,74,74,76,74,72,71,72"
455.mid,"69,65,67,67,67,69,67,65,67,67,64,65,62,69,69,69,69,69,65,69,72,69,72,71,67,67,67,72,71,72,72,74,74,74,76,74,72,71,67,69,67,65,67,69,69,72,72,72,74,67,67,69,67,65,67,65,64,65,62,69,69,69,69,69,69,69,72,69,72,69,67,67,72,72,71,72,69,67"
456.mid,"64,67,69,69,72,69,67,69,67,69,69,67,69,72,67,64"
457.mid,"72,72,71,69,67,69,72,69,67,69,67,67,67,65,67,65,64,62,64,65,67,69,69,67,67,72,72,71,72,69,67,69"
458.mid,"69,69,72,72,72,74,76,74,74,72,69,72,71,69,67,69,67,65,67,69,72,72,67,71,72,69,69,67,67,67,74,74,76,74,72,72,71,69"
459.mid,"72,72,72,72,74,72,71,72,74,72,72,69,72,69,67,69,72,67,69,65,69,67,67,72,72,72,72,74,72"
460.mid,"67,72,71,72,74,72,74,76,74,74,74,74,74,74,72,69,72,71,72,69,67,67,67,67,67,69,69,69,69,69,69,74,72,72,67,67,74,74,76,74,72,72,71,69"
461.mid,"65,65,64,62,64,64"
462.mid,"65,65,64,62,60,62,65,62,65,65,64,64"
463.mid,"65,67,65,67,71,71,71,69,67,71,69,65,65,65,67,71,71,71,71,71,71,71,71,71,69,67,69,69,67,72,76,72,71,69,67,69,69,72,67,65,64,65,62,62,60,65,67,69,71,67,65,67,71,67,71,65,65,69,69,65,67,69,67,65"
464.mid,"67,69,71,72,69,67,65,67,69,69,67,67,72,72,74,72,69,72,72,72,76,76,72,72,72,74,76,74,72,71,72,74,72,69,67,69,72,69,72,67,65,67,67,72,72,71,72,69,67"
465.mid,"69,69,67,69,69,67,69,65,64,62,65,65,67,65,65,65,67,69,67,65,65,65,65,67,65,65,65,67,65,65,65,64,60,64,65,67,65,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,67,69"
466.mid,"65,67,69,69,69,69,69,69,69,69,69,69,69,67,65,67,67,67,69"
467.mid,"65,67,69,69,72,69,69,67,69,65,64,62,65,67,69,64,62,65,64,62,62,62,65,67,67,67,67,67,65,67,65,64,64,62,65,67,69,69,67,69,72,69,69,69,65,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,67,69,67"
468.mid,"65,67,69,69,69,69,69,69,69,72,69,69,69,67,65,67,67,69,67"
469.mid,"65,65,65,65,65,65,64,62,60,62,64,65,62"
